actor,movie_or_TV_name
Alice Dinnean,"Word Party Presents: Math!,Muppets Haunted Mansion,Crank Yankers,Word Party,Earth to Ned,Muppet Babies: Play Date,The Dark Crystal: Age of Resistance,Aladdin,American Housewife,The Happytime Murders,Gifted,The Muppets.,Sid the Science Kid,Turkey Hollow,Disney Drive on with the Muppets,Muppets Most Wanted,Lady Gaga & the Muppets' Holiday Spectacular,Scooby-Doo! Adventures: The Mystery Map,The Shifting,Good Luck Charlie,Community,Sid the Science Kid: The Movie,CeeLo Green Feat. The Muppets: All I Need Is Love,Animal Practice,The Muppets,Pajanimals,The 53rd Annual Grammy Awards,Bunnytown,Jack's Big Music Show,Elmo's World: Pets!,United 93,Sesame Street,King Kong,Elmo Visits the Doctor,Sesame Street: All-Star Alphabet,Eminem's Making the Ass,2005 MTV Movie Awards,Sesame Street: Friends to the Rescue,The Muppets' Wizard of Oz,The West Wing,Angel,Play with Me Sesame,Sesame Street: Happy Healthy Monsters,Learn Along with Sesame,Sesame Street 4-D,The Sims: Superstar,Sesame Street: Bert & Ernie's Word Play,It's a Very Merry Muppet Christmas Movie,Kermit's Swamp Years,The Sims Vacation,Buffy the Vampire Slayer,Elmo's World: Springtime Fun!,Sesame Street: Kids' Favorite Songs 2,Elmo's World: The Wild Wild West,The Book of Pooh: Stories from the Heart,Elmo's World: Birthdays Games & More!,Elmo's World,Muppets from Space,Sesame Street: Grover's Travels,Kiss of a Stranger,Big Bag,Sesame Street 'A Is for Asthma',Elmopalooza!,Big Bird Gets Lost,Sesame Street: Fiesta!,Bear in the Big Blue House,Sesame Street: 123 Count with Me,Sesame Street: Telling the Truth,Kids' Guide to Life: Learning to Share,Sesame Street: Imagine That!,The Puzzle Place,Sesame Street: Elmo Saves Christmas,Muppets Tonight,Aliens in the Family,Sesame Street: Elmocize,Kids for Character,That Thing You Do!,Sesame Street: Do the Alphabet,Sesame Street: Cookie Monster's Best Bites,Sesame Street Jam: A Musical Celebration"
Ryan Lee,"Black Friday,That One Time,Rooftops,Song of Back and Neck,My Dead Ex,The Son,Brockmire,Dimension 404,Speech & Debate,All Summers End,Goosebumps,How I Met Your Dad,A Merry Friggin' Christmas,Yellowbird,Trophy Wife,White Rabbit,Workaholics,Game Shop,Isabel,Watsky's Making an Album,This Is 40,R.L. Stine's the Haunting Hour,Are We There Yet?,Good Luck Charlie,Community,Meeting Evil,Sketchy,David Guetta feat. Sia: Titanium,Super 8,The Legend of Hell's Gate: An American Conspiracy,Moloch's Lullaby,Titans,My Generation,Make a Wish,From the Sky,Lambs,Weight of the World,Play Land,Lya,Breaking Bad,Balls Out: Gary the Tennis Coach,Color by Number,Deadland Dreaming,Murphy's Bluff,A Birthday Story,Red Wednesday,Shorts,Kings of the Evening,Prank Call,Trick or Treat,Friday Night Lights"
Becky Feldman,"City Kitties: The Answer My Friend,Brooklyn Nine-Nine,Transparent,CHIPS,Sing It!,Broad City,Fresh Off the Boat,The Birthday Boys,Marry Me,Jimmy Kimmel Live!,Bulimia: The Musical,Someone Better,The Zombie Solution,Book Club Mafia with Natasha Lyonne Taryn Manning & Tracee Ellis Ross,Office Scene,The New Normal,Cliff,Garfunkel and Oates,Electric City,Prairie Children,Community,Mugg's Movers,UCB Comedy Originals,Attack Cardio,Cam Gigandet vs. Twilight Fans"
Matt Pittenger,"9-1-1,Old Dog,Travel Boobs,Mr. Robinson,Cracked,The Right Not to Know,Death & Taxes,Ad Man,The Perfect Meal,Good Luck,Retail,Community,Proposition 8 Trial Re-Enactment,Preppy Hippies,Where We Began"
Joe Fria,"Miraculous: Tales of Ladybug & Cat Noir,Evangelion: 3.0+1.01 Thrice Upon a Time,Boned,Goosebumps: SlappyWorld - Diary of a Dummy,20 Seconds to Live,Goosebumps: SlappyWorld - Revenge of the Invisible Boy,Goosebumps: SlappyWorld - The Dummy Meets the Mummy!,Goosebumps: SlappyWorld - It's Alive! It's Alive!,Goosebumps: SlappyWorld - The Ghost of Slappy,Stuck,Goosebumps: SlappyWorld - Escape from Shudder Mansion,Goosebumps: SlappyWorld - Please Don't Feed the Weirdo!,In the Bubble,Goosebumps: SlappyWorld - I Am Slappy's Evil Twin,PINY Institute of New York,Goosebumps: SlappyWorld - Attack of the Jack!,Guardians of the Galaxy Vol. 2,Goosebumps: SlappyWorld - Slappy Birthday to You,The Sound of Fear,The Belko Experiment,First Comes Like,Spaghettiman,Kittens in a Cage,Speedwagon,Legends,Love in the Time of Monsters,Auditions from Hell,Evangelion: 3.0 You Can (Not) Redo,Co-op of the Damned,Guido,Community,No Strings Attached,The Barbecue,Scream of the Bikini,Evangelion: 2.0 You Can (Not) Advance,PG Porn,Humanzee!,Prisoners,Sparky & Mikaela,Quarantine,Hudson & Rome,Evangelion: 1.0 You Are (Not) Alone,Pulse,Black Eyed Sue,Breadwinners,LolliLove,Gayosity,Outpost,Baby Bob,Scorched,Gilmore Girls,Fault,Manfish,Momma's Boy,Bikepath,Off Centre,Les superficiales"
Jemal McNeil,"BMF,Another Shot,All That Matters,Fruitvale Station,Butterfly Rising,Community,Cold Case,The Shield,Ragdoll"
Bryn Allen,"Miss Connie's Last Day,Criminal Minds,Community,The Scary City,My Name Is Earl,Loved,Frank TV,The Scary City"
Patrick Rafferty,"Good Girls,Coop and Cami Ask the World,The Unicorn,Abby's,I'm Dying Up Here,Literally Right Before Aaron,Modern Family,Black-ish,Scorpion,Soundwaves,Trophy Wife,May Cause Memory Loss,Hart of Dixie,Parks and Recreation,Sam & Cat,The League,Up All Night,Suburgatory,Supah Ninjas,House,Huge,Community,Greek,Missy and the Maxinator,Night Life,Carpoolers,Just,First Day,The Rockville Slayer"
Edith Jefferson,"Life Happens,Community,Fred: The Movie,Elevator Girl,Scrubs,10 Items or Less,Carpoolers,Because I Said So,Art School Confidential,Drake and Josh Go Hollywood,Envy,Gacy,Bubba Ho-Tep,Grounded for Life"
Natalina Maggio,"Rock Paper Scissors,DaZe: Vol. Too (sic) - NonSeNse,Last Stop,Battle Creek,Beautiful & Twisted,The Wedding Ringer,Holt Kills Randy,Blood Ransom,Sons of Anarchy,Lightning Returns: Final Fantasy XIII,Dexter,Liz & Dick,Holt & Randy: For Sale,Cougar Town,Betty White's Off Their Rockers,Workaholics,CSI: Crime Scene Investigation,Entourage,Balls to the Wall,Raising Hope,The Suite Life on Deck,Community,The Defenders,Get Him to the Greek,Accidentally on Purpose,Mob Rules,Holt & Randy: Foundations,Couples Retreat,Heroes,Zeke and Luther,Dead End City: Handcuffed Hope,Roommates,Race to Witch Mountain,He's Just Not That Into You,DownstairsGuys,Mostly Ghostly,Nip/Tuck,Life,I Did Not Know That,All of Us,Huff,Scrubs,The King of Queens,Hot Properties,CSI: NY,Living with Fran,What I Like About You,CSI: Miami,Criminal Minds,Las Vegas,The O.C.,Ganparêdo mâchî: Aratanaru kôgun uta,Ten Tokyo Warriors"
Rene Gube,"Nature Talks to Itself,Superstore,Crazy Ex-Girlfriend,Girls Code,Camping,Bad Reception,The UCB Show,Positive Visualization,Undateable,Ground Floor,Growing Up Fisher,CollegeHumor Originals,Comedy Bang! Bang!,If We Dated,Ben and Kate,The Office,Up All Night,The Newsroom,Seeking a Friend for the End of the World,Are You There Chelsea?,Cop-Puter,Untitled Peter Knight Comedy Project,Community,Surprise Party,The History of Turtleneck Fighting"
Molly McQueen,"Finding Steve McQueen,Chicago Fire,Dementia,Reasons I Don't Have a Boyfriend,Jilted Women Retell Classic Love Stories,Go for Broke,Hello Ladies,The Giving Tree Movie Trailer with Tyler Posey,This Thing with Sarah,Full of Mitt,Carjacked,Community"
Katharine McPhee,"The Tiger Rising,Country Comfort,Bayou Caviar,Scorpion,The Lost Wife of Robert Durst,It Could Be Worse,In My Dreams,Smash,Family Guy,Peace Love & Misunderstanding,Shark Night,You May Not Kiss the Bride,The Pink House,Community,Tit for Tat,CSI: NY,The House Bunny,Crazy,Katharine McPhee: Love Story,Ugly Betty,Lonelygirl15"
Angela Malhotra,"Destruction AllStars,Pinky Malinky,Superstore,Happy Together,The Loud House,Life in Pieces,Modern Family,Better Things,Good Luck Charlie,M.O.G. Redux,Outsourced,Community,Hannah Montana,8,Unacceptable Behavior,M.O.G."
Holland Roden,"Teen Wolf: The Movie,The Re-Education of Molly Singer,Mother May I?,Mayans M.C.,Classified,Ted Bundy: American Boogeyman,Escape Room: Tournament of Champions,Follow Me,Jane the Novela,MacGyver,Channel Zero,Lore,Teen Wolf,Fluffy,Scream: Killer Party,House of Dust,Cry of Fear,Teen Wolf Revelations,Grey's Anatomy,Morning Love,Charlie Brown: Blockhead's Revenge,Memphis Beat,The Event,Criminal Minds,Community,Bring It on: Fight to the Finish,Weeds,Pushed,12 Miles of Bad Road,Cold Case,Lost,CSI: Crime Scene Investigation,Back at the Ranch,Consideration"
Jennifer Flack,"No Backsies,Natural Insemination,Boyz Nite Out/Grrlz Nite in,Sex Teenagers,Love Bites,Partners in Crime,Your Pretty Face Is Going to Hell,Le Typewriter,Bait & Switch,After Dinner,The Sarah Silverman Program.,Community,Community: Webisodes,Community College Chronicles,Cix,The Mountain,Kitten vs. Newborn,Cautionary Tales of Swords,Acceptable TV,Tenacious D: Time Fixers,Woria: Queen of Power,Fire Guys,The Lady Policeman,My Rockstar,Paradise,1st Person Shooter,The Harper Teen Mystery Files,Time Belt,Taken for Granite"
Scott Bray,"Noir,Ted Bundy Had a Son,TBHS: Every Black Sheep Has a Family,An Actor's Dilemma,The House That Ed Built,Unapologetically Black,American Crime Story,Wonder Valley,Community,My Haunted House,Watch Dogs: Amazing Street Hack"
Loretta Fox,"Lodge 49,American Housewife,Brooklyn Nine-Nine,S.W.A.T.,Saint Paul,Sharp Objects,Grandmother's Gold,Typical Rick,Erica and Elray,The Gay and Wondrous Life of Caleb Gallo,Crazy Ex-Girlfriend,The Middle,Community,Mourning Glory,The Birthday Boys,New Girl,Where the Bears Are,Ben and Kate,Janeane from Des Moines,How to Cheat on Your Wife,Geisho,Going the Distance,Chuck,Curb Your Enthusiasm,Parks and Recreation,Sorry,Blades of Glory,Lovespring International,Free Ride,Duck,That '70s Show,Significant Others,Melvin Goes to Dinner,Dan Danger,Strip Mall,Color Me Gay,Can't Stop Dancing,The Thin Pink Line,Why Do Fools Fall in Love,Oh Yeah! Cartoons,Seinfeld,The Weird Al Show,Mr. Show with Bob and David,Ellen,Fox Hunt"
Quinn Friedman,"Six,All About the Washingtons,Teachers,Chance,Who's Driving Doug,Those Who Can't,Flhaunt,Community,Togetherness,10 Things I Hate About Life,Castle,Black-ish,#Stuck,Workaholics,Untitled Larry Dorf/Ben Falcone Project,Arrested Development,Up All Night,Arbitrage,Bones,General Hospital,Criminal Minds,Weeds"
Talita Maia,"DarkEx,Cicely & Vincent,Cool Awesome and Desirable,Why Women Kill,Tempest Desert,Witness Protection,'He's Watching',Pink Collar Crimes,Casual Encounters,A Cannibal's Handshake,Community,Deadly Famous,Domino Falling,Cavemen,Are There Women on Kepler?,Blow Me,Delivered,Casting Amy,Next Stop for Charlie"
Linna Carter,"Mad Chicken,The Ones,Peace Be Still,Smothered,Let's Go Down,The Darkest Days of Us,Middle Man,My 2 Black Girlfriends,Community,Seeing Red,We Do Not Belong,Use Me Up,Cutting Edge Communication Comedy Series,The Hunger Games Johanna Mason Fan Film,No Time for Holiday,Devlin Made Me Do It,Passions,The Plot to Kill Nixon,Crime Strike,Baywatch,Defying Gravity"
Ryan W. Garcia,"Cock N' Bull 3,Nope,Stellar People,The Tarot,When I Say Go,Side Hustle,Big Nate,Fireheart,Pretty on Pitch,Descendants: The Royal Wedding,Summer Fields Forever,Pool Party,Showmance,My Fiona,The Rookie,PlayStation Girl,A Tale Told by an Idiot,You Are My Person,Royalties,Pamela & Ivy,Natural Disasters,Tabitha TV,Butch Pal for the Straight Gal,Strangers A Love Story,Operation Stakeout,Ham of Thrones: Aegon Targaryen (GOT/Hamilton Parody),Only in Dreams,This Means War,American Whoopee,My Baby Is a Bike Helmet,Waking Up with Strangers,Super Single,The Brownlist,All Wrong,Groomzilla,What They Had,Bill's Leaving,Say the Word,The Case of the Gilded Lily,Misery Loves Company,The Bang Bang Brokers,M.F.A.,Mom,Edgar Allan Poe's Murder Mystery Dinner Party,Expedite Global,Pretty Little Liars,No Service,Rosewood,Not Looking,Breakfast of Champions,Nothing Personal,Soundproof,Gentlemen Lobsters,Alien POV: How to Be an Executive Producer for Dummies,Sneezy G,Community,Jane the Virgin,Tapped Out,Coffee Shop Girl,Precipitation,1 800 Days,Invitation,Preface to Being Jaded,What Men Are Really Saying When Catcalling Women,Top Decking,Spreakers,Atarax,Spite Club,Cuties in the Crowd? 2"
Vinoj Zacharia,"All the Way to the Top,Show Me Your Parts,The Female Brain,Speechless,Untitled Laura Steinel Project,Roadies,Marry Me,Million Dollar Arm,Community,Morgan,No Rainbow,The First Family,Private Practice,Guides,Troublemaker,Wit's End"
Michael Bell,"Panda Cub: TV Express,Batwoman,DuckTales,Reel Stage,Voltron: Legendary Defender,Star Wars: Rebels,Transformers: Rescue Bots,Transformers: Devastation,Heroes of the Storm,The LeBrons,Kahlil Gibran's The Prophet,Community,Hearthstone: Heroes of Warcraft,Lightning Returns: Final Fantasy XIII,World of Warcraft: Mists of Pandaria,Metal Gear Solid: Snake Eater 3D,Ratchet & Clank: All 4 One,Rage,The Little Engine That Could,G.I. Joe: Renegades,Tangled,My Soul to Take,Alpha Protocol,Ratchet & Clank Future: A Crack in Time,The Mighty B!,Madagascar: Escape 2 Africa,All Grown Up!,Condemned 2: Bloodshot,The Pirates Who Don't Do Anything,Lost Odyssey,Universe at War: Earth Assault,Jericho,Ninja Gaiden Sigma,W.I.T.C.H.,Handy Manny,Frisky Dingo,Gamers,Cars,Syphon Filter: Dark Mirror,The Batman,Darkwatch: Curse of the West,Metal Gear Solid 3: Subsistence,Tutenstein,Ratchet: Deadlocked,Age of Empires III,It Waits,Rugrats,Six Feet Under,Family Guy,The Grim Adventures of Billy & Mandy,Advent Rising,Madagascar,Rise of the Kasai,Doom 3: Resurrection of Evil,Narc,Champions: Return to Arms,Shadow of Rome,World of Warcraft,Metal Gear Solid 3: Snake Eater,Ratchet & Clank: Up Your Arsenal,The Bard's Tale,Expeditions to the Edge,Shark Tale,ShellShock: Nam '67,Doom 3,Xenosaga Episode II: Jenseits von Gut und Böse,Scooby-Doo and the Loch Ness Monster,Galleon,Ninja Gaiden,Champions of Norrath: Realms of EverQuest,Fallout: Brotherhood of Steel,Legacy of Kain: Defiance,Fatal Frame II: Crimson Butterfly,I-Ninja,Ratchet & Clank: Going Commando,Call of Duty,Command & Conquer: Generals - Zero Hour,Alter Echo,Warcraft III: The Frozen Throne,Rugrats Go Wild,Enter the Matrix,Arc the Lad: Twilight of the Spirits,Emperor: Battle for Dune,Dark Cloud 2,Metal Gear Solid 2: Substance,Lloyd in Space,Justice League,Warcraft III: Reign of Chaos,Eternal Darkness: Sanity's Requiem,Bloody Roar: Primal Fury,Soldier of Fortune II: Double Helix,House of Mouse,Ice Age,Star Trek: Armada II,Baldur's Gate: Dark Alliance,Metal Gear Solid 2: Sons of Liberty,Race to Space,Soul Reaver 2,Command & Conquer: Yuri's Revenge,Harvey Birdman Attorney at Law,The Rugrats: All Growed Up,Baldur's Gate II: Throne of Bhaal,Diablo II: Lord of Destruction,Fallout Tactics: Brotherhood of Steel,Clifford the Big Red Dog: Reading,Clifford the Big Red Dog: Thinking Adventures,Ground Control: Dark Conspiracy,Star Trek: Starfleet Command: Volume II: Empires at War,Giants: Citizen Kabuto,Sacrifice,Rugrats in Paris,Command & Conquer: Red Alert 2,Star Trek: Deep Space Nine - The Fallen,Baldur's Gate II: Shadows of Amn,Diablo II,Icewind Dale,Garbage Island,Adventures in Odyssey: Escape from the Forbidden Matrix,Star Wars: Force Commander,Voltron: The Third Dimension,Star Trek: New Worlds,Star Trek: Starfleet Command,Y2K: The Game,Sword of the Berserk: Guts' Rage,Revenant,Alvin and the Chipmunks Meet Frankenstein,Command & Conquer: Tiberian Sun,Legacy of Kain: Soul Reaver,The Brothers Flub,Baldur's Gate,Oh Yeah! Cartoons,The Rugrats Movie,Scooby-Doo on Zombie Island,101 Dalmatians: Escape from DeVil Manor,A Rugrats Vacation,Earth's Fury,Rugrats: Bedtime Bash,The Ugly Duckling,The Real Adventures of Jonny Quest,The Mask,Blazing Dragons,Orion Burger,Space Mutts,Quack Pack,Project G.e.e.K.e.R.,Gargoyles: The Goliath Chronicles,The Incredible Hulk,Aaahh!!! Real Monsters,The Stupids,Adventures in Odyssey: Someone to Watch Over Me,Gargoyles,A Thin Line Between Love and Hate,Homeward Bound II: Lost in San Francisco,The Savage Dragon,What-a-Mess,What a Cartoon!,Batman: The Animated Series,The Wind in the Willows,Bouncers,Sonic the Hedgehog,Aladdin,Mighty Max,Swat Kats: The Radical Squadron,Star Trek: Deep Space Nine,Duckman: Private Dick/Family Man,Problem Child,Hollyrock-a-Bye Baby,Wild West C.O.W.-Boys of Moo Mesa,Captain Planet and the Planeteers,Bonkers,The Addams Family,The Pirates of Dark Water,I Yabba-Dabba Do!,Goof Troop,Tom & Jerry Kids Show,Darkwing Duck,Tom and Jerry: The Great Escape,Porco Rosso,Capitol Critters,Timeless Tales from Hallmark,A Wish for Wings That Work,FBI: The Untold Stories,Dallas,Baby Talk,TaleSpin,Knights of the Kitchen Table,Ys Book I and II,Midnight Patrol: Adventures in the Dream Zone,Tiny Toon Adventures,The Adventures of Don Coyote and Sancho Panda,Garfield and Friends,Jetsons: The Movie,The Funtastic World of Hanna-Barbera,Mancuso FBI,The Smurfs,The Munsters Today,Asterix and the Big Fight,Dink the Little Dinosaur,Pryde of the X-Men,The Karate Kid,Little Nemo: Adventures in Slumberland,Happily Ever After,Betty Boop's Hollywood Mystery,C.H.U.D. II: Bud the Chud,The Adventures of Raggedy Ann & Andy,Tugs,CBS Storybreak,Little People Video,A Pup Named Scooby-Doo,Superman,Snorks,Hunter,Rockin' with Judy Jetson,The Completely Mental Misadventures of Ed Grimley,The Flintstone Kids,The Good the Bad and Huckleberry Hound,The New Adventures of Pippi Longstocking,Spiral Zone,Foofur,DuckTales,The Little Troll Prince,The Transformers,Jem,Saber Rider and the Star Sheriffs,Star Trek: The Next Generation,My Little Pony 'n Friends,CBS Summer Playhouse,G.I. Joe: The Movie,Dutch Treat,InHumanoids: The Movie,Voltron: Fleet of Doom,InHumanoids,Centurions,G.I. Joe,Heathcliff & the Catillac Cats,G.I. Joe: Arise Serpentor Arise!,Transformers: Five Faces of Darkness,The New Adventures of Jonny Quest,The Transformers: The Movie,My Little Pony: The Movie,David and Goliath,Joshua and the Battle of Jericho,Rambo,GoBots: Battle of the Rock Lords,Scarecrow and Mrs. King,Galtar and the Golden Lance,The Greatest Adventure: Stories from the Bible,Star Fairies,Voltron: Defender of the Universe,Robotix,Robotix,Remington Steele,Smurfily Ever After,ABC Weekend Specials,Robo Force: The Revenge of Nazgar,The New Scooby-Doo Mysteries,SuperFriends: The Legendary Super Powers Show,The New Scooby and Scrappy-Doo Show,G.I. Joe: The Revenge of Cobra,Challenge of the GoBots,My Little Pony,Fame,Rubik the Amazing Cube,Saturday Supercade,Super Friends,Spider-Man and His Amazing Friends,The Incredible Hulk,Hotel,Mister T,G.I. Joe: A Real American Hero,The Dukes,The Smurfic Games,The 25th Man,The Smurfs Christmas Special,Heidi's Song,Scooby-Doo and Scrappy-Doo,Take Your Best Shot,The Puppy's Further Adventures,Mork & Mindy/Laverne & Shirley/Fonz Hour,The Scooby and Scrappy-Doo Puppy Hour,The Smurfs Springtime Special,My Smurfy Valentine,The Kwicky Koala Show,Trollkins,Daniel Boone,Space Stars,Three's Company,The Ri¢hie Ri¢h/Scooby-Doo Show,The Fonz and the Happy Days Gang,Thundarr the Barbarian,Plastic Man,How to Beat the High Cost of Living,Captain Caveman and the Teen Angels,Benson,The B.B. Beegle Show,Scooby Goes Hollywood,The World's Greatest SuperFriends,Fast Company,CHiPs,The Next Step Beyond,Challenge of the Superfriends,The Scooby-Doo/Dynomutt Hour,Jana of the Jungle,David Cassidy - Man Undercover,Kiss Meets the Phantom of the Park,Tarzan and the Super 7,The Freedom Force,Revenge of the Pink Panther,Go West Young Girl,Police Story,The President's Mistress,Blast-Off Buzzard,Heyyy It's the King!,Shake Rattle and Roll,The All-New Super Friends Hour,C B Bears,Posse Impossible,Undercover Elephant,The Rockford Files,Rollercoaster,Charlie's Angels,M*A*S*H,The Streets of San Francisco,Petrocelli,Davy Crockett on the Mississippi,The Quest,Flo's Place,America You're On,Kate McShane,Barnaby Jones,Cannon,Devlin,Mannix,Ironside,The Law,Kibbee and Fitch,Speed Buggy,The Bear Who Slept Through Christmas,The Girl with Something Extra,The F.B.I.,The New Scooby-Doo Movies,Tenafly,Egan,Diana,The ABC Saturday Superstar Movie,The Houndcats,Circle of Fear,The Heist,The New Temperatures Rising Show,The Barkleys,The Bold Ones: The Lawyers,The Mary Tyler Moore Show,Night Gallery,See the Man Run,Longstreet,The Man and the City,The Proud Rider,Brother John,The Silent Force,The Bold Ones: The Senator,A Clear and Present Danger,Airport,The Survivors,The Bold Ones: The Protectors,The Good Guys,Then Came Bronson,The Big Valley,Mission: Impossible,Here Come the Brides,Blue,Run for Your Life,Get Smart,The Monkees,Point Blank,Thunder Alley,Morning Star,Gomer Pyle: USMC,Summer of '63,The Hurrying Kind,Zero One,The Chapman Report,Sir Francis Drake,V.D.,War Is Hell,Too Young to Love,First Man Into Space,Subway in the Sky,The Great Van Robbery,Hell Heaven or Hoboken,Dead Trouble,ITV Television Playhouse,Across the Bridge,BBC Sunday-Night Theatre,For the Defence"
